Brand,Customer Id,Online Order,Order Status,Product Class,Product Id,Product Line,Product Size,Transaction Date,Transaction Date1,Transaction Id,List Price,Product First Sold Date,Profit,Standard Cost
Norco Bicycles,2801,True,Cancelled,medium,67,Road,medium,April,01-04-2017,255,544.05,38647,167.21,376.84
Solex,1580,True,Approved,medium,13,Standard,medium,October,22-10-2017,256,1577.53,40618,751.02,826.51
WeareA2B,352,False,Approved,medium,65,Standard,medium,March,22-03-2017,257,1807.45,42145,1028.76,778.69
Trek Bicycles,1777,True,Approved,medium,49,Road,medium,June,15-06-2017,258,533.51,41064,133.38,400.13
Giant Bicycles,142,True,Approved,high,87,Standard,medium,July,06-07-2017,259,1179,35667,471.6,707.4
Giant Bicycles,3393,False,Approved,medium,31,Standard,medium,December,28-12-2017,260,230.91,40618,57.73,173.18
Solex,599,False,Approved,high,17,Standard,medium,May,09-05-2017,261,1024.66,39880,409.86,614.8
Solex,1258,False,Approved,medium,91,Standard,medium,January,18-01-2017,262,100.35,36367,25.09,75.26
OHM Cycles,3405,True,Approved,medium,53,Standard,medium,October,22-10-2017,263,795.34,36668,693.76,101.58
Solex,3198,False,Approved,medium,38,Standard,medium,January,30-01-2017,264,1577.53,34170,751.02,826.51
Trek Bicycles,834,False,Approved,medium,20,Standard,small,June,26-06-2017,265,1775.81,40303,195.34,1580.47
WeareA2B,3467,True,Approved,medium,44,Standard,medium,November,07-11-2017,266,1769.64,40672,1660.88,108.76
Giant Bicycles,3436,True,Approved,medium,69,Road,medium,August,13-08-2017,267,792.9,41922,198.22,594.68
OHM Cycles,1516,False,Approved,medium,68,Standard,medium,August,27-08-2017,268,1636.9,40410,1592.19,44.71
Giant Bicycles,2833,True,Approved,high,11,Standard,medium,January,25-01-2017,269,1274.93,41345,509.97,764.96
Solex,2362,False,Approved,medium,2,Standard,medium,February,13-02-2017,270,71.49,38573,17.87,53.62
Trek Bicycles,2337,False,Approved,medium,27,Standard,medium,July,11-07-2017,271,499.53,36334,110.81,388.72
Trek Bicycles,2149,True,Approved,high,0,Standard,medium,April,30-04-2017,272,358.39,38002,143.36,215.03
Solex,2133,False,Approved,medium,81,Standard,medium,May,19-05-2017,273,1151.96,35470,502.47,649.49
OHM Cycles,360,True,Approved,high,6,Standard,medium,May,26-05-2017,274,227.88,41701,91.15,136.73
WeareA2B,2969,True,Approved,low,76,Standard,medium,February,03-02-2017,275,642.31,41922,128.46,513.85
Solex,1720,False,Approved,medium,18,Standard,medium,April,28-04-2017,276,575.27,34244,143.82,431.45
Norco Bicycles,2904,False,Approved,high,18,Standard,medium,March,23-03-2017,277,1148.64,36145,459.46,689.18
OHM Cycles,754,False,Approved,medium,9,Road,medium,June,03-06-2017,278,742.54,33549,75.14,667.4
Giant Bicycles,1826,False,Approved,medium,35,Standard,medium,April,25-04-2017,279,1403.5,42688,448.68,954.82
WeareA2B,2487,False,Approved,medium,93,Standard,medium,April,08-04-2017,280,1065.03,42458,834.94,230.09
OHM Cycles,2815,False,Approved,high,40,Standard,medium,February,18-02-2017,281,1458.17,38750,583.27,874.9
Giant Bicycles,541,False,Approved,medium,1,Standard,medium,May,04-05-2017,282,1403.5,38258,448.68,954.82
Norco Bicycles,302,False,Approved,high,16,Standard,small,March,29-03-2017,283,1661.92,34586,182.81,1479.11
WeareA2B,2024,True,Approved,medium,44,Standard,medium,October,03-10-2017,284,1769.64,41064,1660.88,108.76
WeareA2B,142,True,Approved,medium,48,Standard,medium,July,27-07-2017,285,1762.96,41848,812.44,950.52
OHM Cycles,768,True,Approved,medium,56,Standard,medium,August,07-08-2017,286,183.86,34170,45.96,137.9
Solex,2147,True,Approved,low,36,Standard,medium,February,07-02-2017,287,1289.85,41064,1215.34,74.51
Solex,529,True,Approved,low,36,Standard,medium,November,20-11-2017,288,945.04,38750,437.46,507.58
Solex,825,False,Approved,medium,13,Standard,medium,February,23-02-2017,289,1163.89,34586,574.62,589.27
Trek Bicycles,624,True,Approved,medium,55,Road,large,April,05-04-2017,290,1894.19,34170,1295.43,598.76
Solex,2302,False,Approved,medium,38,Standard,medium,November,07-11-2017,291,1577.53,40672,751.02,826.51
Giant Bicycles,3380,False,Approved,high,64,Standard,small,October,28-10-2017,292,1977.36,42172,217.51,1759.85
OHM Cycles,314,False,Approved,high,0,Standard,medium,November,19-11-2017,293,227.88,39298,91.15,136.73
Norco Bicycles,1079,True,Approved,medium,79,Standard,medium,August,25-08-2017,294,1555.58,37873,737.57,818.01
Giant Bicycles,1643,True,Approved,high,11,Standard,medium,January,20-01-2017,295,1274.93,39298,509.97,764.96
Solex,1524,True,Approved,medium,91,Standard,medium,March,14-03-2017,296,100.35,37874,25.09,75.26
Solex,3205,True,Approved,medium,18,Standard,medium,April,14-04-2017,297,575.27,41345,143.82,431.45
Solex,2860,True,Approved,high,17,Standard,medium,November,20-11-2017,298,1024.66,35378,409.86,614.8
Solex,772,False,Approved,medium,13,Standard,medium,May,24-05-2017,299,1163.89,42560,574.62,589.27
Giant Bicycles,323,True,Approved,high,4,Standard,medium,March,25-03-2017,300,1129.13,38216,451.65,677.48
Giant Bicycles,2530,,Approved,medium,78,Standard,large,,24-03-2017,301,1765.3,35455,,709.48
OHM Cycles,2426,True,Approved,medium,42,Road,small,March,17-03-2017,302,1810,36498,199.1,1610.9
WeareA2B,1883,False,Approved,medium,48,Standard,medium,November,18-11-2017,303,1762.96,41848,812.44,950.52
WeareA2B,2745,False,Approved,medium,12,Standard,medium,April,07-04-2017,304,1231.15,42560,1069.55,161.6
Norco Bicycles,2819,False,Approved,medium,77,Road,large,January,04-01-2017,305,1240.31,40553,445.21,795.1
OHM Cycles,792,False,Approved,high,25,Standard,medium,December,13-12-2017,306,2005.66,42295,802.26,1203.4
Giant Bicycles,923,False,Approved,medium,35,Standard,medium,April,20-04-2017,307,1403.5,42688,448.68,954.82
Trek Bicycles,3353,False,Approved,low,7,Road,medium,July,21-07-2017,308,980.37,38258,745.94,234.43
OHM Cycles,3394,False,Approved,medium,68,Standard,medium,November,27-11-2017,309,1636.9,40410,1592.19,44.71
Giant Bicycles,3213,False,Approved,medium,75,Touring,large,October,21-10-2017,310,1873.97,38193,1010.02,863.95
WeareA2B,3260,False,Approved,medium,77,Standard,medium,March,07-03-2017,311,1769.64,40672,1660.88,108.76
Giant Bicycles,1015,False,Approved,medium,1,Standard,medium,December,04-12-2017,312,1403.5,42688,448.68,954.82
Solex,2266,False,Approved,medium,81,Standard,medium,January,25-01-2017,313,1151.96,36498,502.47,649.49
OHM Cycles,58,True,Approved,high,6,Standard,medium,August,20-08-2017,314,227.88,39298,91.15,136.73
Trek Bicycles,3118,True,Approved,medium,40,Road,large,December,18-12-2017,315,1894.19,37823,1295.43,598.76
Solex,1414,False,Approved,medium,62,Standard,medium,August,01-08-2017,316,478.16,42105,179.44,298.72
Norco Bicycles,2202,True,Approved,low,90,Standard,medium,June,19-06-2017,317,363.01,36367,72.6,290.41
Giant Bicycles,2144,True,Approved,medium,32,Standard,medium,May,31-05-2017,318,642.7,33888,431.33,211.37
WeareA2B,1033,True,Approved,medium,65,Standard,medium,October,09-10-2017,319,1807.45,37499,1028.76,778.69
Norco Bicycles,2157,True,Approved,low,15,Standard,medium,June,20-06-2017,320,958.74,38693,209.84,748.9
Solex,1097,False,Approved,low,36,Standard,medium,January,23-01-2017,321,945.04,39526,437.46,507.58
WeareA2B,2757,False,Approved,medium,12,Standard,medium,April,19-04-2017,322,1231.15,38216,1069.55,161.6
Norco Bicycles,87,True,Approved,medium,67,Road,medium,November,08-11-2017,323,544.05,38647,167.21,376.84
OHM Cycles,2049,False,Approved,medium,87,Standard,medium,October,11-10-2017,324,1636.9,40410,1592.19,44.71
Solex,952,True,Approved,medium,62,Standard,medium,November,14-11-2017,325,478.16,33879,179.44,298.72
Trek Bicycles,1745,False,Approved,medium,55,Road,large,January,20-01-2017,326,1894.19,34143,1295.43,598.76
Giant Bicycles,40,True,Approved,medium,1,Standard,medium,May,09-05-2017,327,1403.5,42688,448.68,954.82
Trek Bicycles,372,True,Approved,high,98,Standard,medium,October,17-10-2017,328,358.39,33364,143.36,215.03
Norco Bicycles,1627,True,Approved,medium,79,Standard,medium,August,11-08-2017,329,1555.58,37873,737.57,818.01
Giant Bicycles,444,False,Approved,medium,1,Standard,medium,November,15-11-2017,330,1403.5,41167,448.68,954.82
Norco Bicycles,217,False,Approved,medium,61,Standard,small,May,23-05-2017,331,586.45,33429,64.51,521.94
Solex,1656,True,Approved,high,71,Standard,large,August,02-08-2017,332,1842.92,38859,737.17,1105.75
OHM Cycles,485,True,Approved,medium,58,Road,medium,December,16-12-2017,333,1280.28,37220,450.77,829.51
Norco Bicycles,2252,False,Approved,high,86,Road,large,February,21-02-2017,334,774.53,36361,309.81,464.72
Giant Bicycles,3103,False,Approved,medium,95,Standard,large,November,01-11-2017,335,569.56,37874,41.13,528.43
Trek Bicycles,506,True,Approved,medium,55,Road,large,October,05-10-2017,336,1894.19,37823,1295.43,598.76
Norco Bicycles,1615,,Approved,high,82,Standard,medium,,30-10-2017,337,1148.64,41533,,689.18
Giant Bicycles,1881,True,Approved,medium,32,Standard,medium,January,02-01-2017,338,642.7,37698,431.33,211.37
WeareA2B,2903,True,Approved,medium,65,Standard,medium,December,04-12-2017,339,1807.45,37499,1028.76,778.69
Trek Bicycles,1274,False,Approved,medium,49,Road,medium,December,16-12-2017,340,533.51,41064,133.38,400.13
Giant Bicycles,1443,False,Approved,medium,1,Standard,medium,August,27-08-2017,341,1403.5,38573,448.68,954.82
Solex,2091,False,Approved,medium,24,Road,large,March,14-03-2017,342,1777.8,40670,957.02,820.78
Norco Bicycles,1478,,Approved,medium,61,Standard,small,,11-03-2017,343,586.45,33429,,521.94
Giant Bicycles,1493,False,Approved,medium,7,Standard,small,July,09-07-2017,344,1311.44,33888,144.26,1167.18
Giant Bicycles,1614,False,Approved,medium,84,Road,medium,March,21-03-2017,345,792.9,33879,198.22,594.68
WeareA2B,476,False,Approved,medium,48,Standard,medium,July,19-07-2017,346,1762.96,41848,812.44,950.52
Norco Bicycles,1777,True,Approved,high,16,Standard,small,April,12-04-2017,347,1661.92,34586,182.81,1479.11
OHM Cycles,940,False,Approved,high,40,Standard,medium,August,11-08-2017,348,1458.17,38750,583.27,874.9
Norco Bicycles,2930,True,Approved,medium,100,Road,medium,October,20-10-2017,349,1036.59,33364,830.24,206.35
Trek Bicycles,2354,True,Approved,medium,27,Standard,medium,October,26-10-2017,350,499.53,36334,110.81,388.72
Solex,1582,False,Approved,medium,59,Standard,large,June,15-06-2017,351,1061.56,34170,327.98,733.58
Norco Bicycles,416,False,Approved,high,34,Road,large,June,19-06-2017,352,774.53,35052,309.81,464.72
Norco Bicycles,1013,True,Approved,high,18,Standard,medium,April,20-04-2017,353,1148.64,42226,459.46,689.18
Solex,533,False,Approved,medium,83,Touring,large,November,14-11-2017,354,2083.94,41533,1408.91,675.03
Giant Bicycles,968,True,Approved,medium,82,Road,medium,March,22-03-2017,355,1538.99,34115,709.34,829.65
Norco Bicycles,727,True,Approved,medium,88,Standard,medium,July,09-07-2017,356,1198.46,36145,817.36,381.1
Norco Bicycles,1160,False,Approved,medium,77,Road,large,April,13-04-2017,357,1240.31,40553,445.21,795.1
OHM Cycles,3425,True,Approved,high,6,Standard,medium,December,06-12-2017,358,227.88,33549,91.15,136.73
Solex,1614,True,Approved,medium,10,Standard,medium,November,10-11-2017,359,1945.43,37499,1612.25,333.18
Norco Bicycles,2140,True,Approved,medium,69,Road,large,April,26-04-2017,360,1240.31,40553,445.21,795.1
WeareA2B,2589,False,Approved,medium,15,Standard,medium,January,31-01-2017,361,1292.84,39915,1279.4,13.44
Trek Bicycles,2920,True,Approved,low,7,Road,medium,September,22-09-2017,362,980.37,41701,745.94,234.43
Solex,62,True,Approved,medium,73,Standard,medium,August,14-08-2017,363,1945.43,37499,1612.25,333.18
Giant Bicycles,1112,False,Approved,medium,32,Standard,medium,September,13-09-2017,364,642.7,37337,431.33,211.37
Giant Bicycles,1995,True,Approved,medium,39,Standard,large,May,03-05-2017,365,1812.75,39427,1230.27,582.48
Norco Bicycles,1965,False,Approved,medium,28,Standard,small,August,22-08-2017,366,1216.14,42696,133.78,1082.36
,1614,False,Approved,,0,,,,10-03-2017,367,850.89,,,
OHM Cycles,366,True,Approved,high,25,Standard,medium,January,24-01-2017,368,2005.66,41009,802.26,1203.4
Giant Bicycles,2682,False,Approved,high,32,Standard,medium,July,29-07-2017,369,1179,41434,471.6,707.4
Giant Bicycles,2993,True,Approved,medium,78,Standard,large,August,03-08-2017,370,1765.3,38193,1055.82,709.48
WeareA2B,1887,False,Approved,medium,44,Standard,medium,August,28-08-2017,371,1769.64,40672,1660.88,108.76
OHM Cycles,1692,True,Approved,medium,56,Standard,medium,August,16-08-2017,372,183.86,41047,45.96,137.9
Giant Bicycles,1927,False,Approved,medium,1,Standard,medium,June,24-06-2017,373,1403.5,41167,448.68,954.82
Norco Bicycles,2567,False,Approved,low,15,Standard,medium,March,07-03-2017,374,958.74,38693,209.84,748.9
WeareA2B,3276,True,Approved,medium,17,Touring,large,July,05-07-2017,375,1362.99,34079,1305.25,57.74
Solex,1808,False,Approved,medium,0,Standard,medium,February,09-02-2017,376,478.16,41245,179.44,298.72
Trek Bicycles,2368,False,Approved,low,7,Road,medium,October,17-10-2017,377,980.37,38258,745.94,234.43
OHM Cycles,470,False,Approved,medium,53,Standard,medium,October,27-10-2017,378,795.34,35470,693.76,101.58
Trek Bicycles,3270,False,Approved,medium,20,Standard,small,March,03-03-2017,379,1775.81,42404,195.34,1580.47
Trek Bicycles,1683,True,Approved,medium,3,Standard,large,August,20-08-2017,380,2091.47,41167,1702.55,388.92
Solex,880,True,Approved,high,14,Standard,large,September,18-09-2017,381,1842.92,34996,737.17,1105.75
Solex,309,True,Approved,medium,83,Touring,large,December,02-12-2017,382,2083.94,42218,1408.91,675.03
Giant Bicycles,1698,True,Approved,medium,39,Standard,large,November,28-11-2017,383,1812.75,40672,1230.27,582.48
Solex,1434,False,Approved,medium,67,Standard,large,August,28-08-2017,384,1071.23,35160,690.49,380.74
Trek Bicycles,2712,False,Approved,medium,40,Road,large,May,14-05-2017,385,1894.19,34143,1295.43,598.76
Solex,892,False,Approved,medium,13,Standard,medium,October,01-10-2017,386,1163.89,38693,574.62,589.27
Norco Bicycles,832,True,Approved,medium,100,Road,medium,October,15-10-2017,387,1036.59,33364,830.24,206.35
Trek Bicycles,1033,True,Approved,low,35,Standard,medium,May,03-05-2017,388,1057.51,40336,903.11,154.4
Solex,2834,True,Approved,high,17,Standard,medium,February,15-02-2017,389,1024.66,35378,409.86,614.8
Norco Bicycles,3015,False,Approved,medium,79,Standard,medium,January,04-01-2017,390,1555.58,39298,737.57,818.01
Norco Bicycles,3484,False,Approved,high,86,Road,large,October,12-10-2017,391,774.53,35707,309.81,464.72
OHM Cycles,2775,False,Approved,medium,9,Road,medium,March,19-03-2017,392,742.54,41701,75.14,667.4
OHM Cycles,1208,True,Approved,medium,58,Standard,medium,August,30-08-2017,393,912.52,42295,771.12,141.4
OHM Cycles,2109,False,Approved,medium,58,Road,medium,June,29-06-2017,394,1280.28,35707,450.77,829.51
Solex,3195,True,Approved,medium,43,Standard,medium,October,12-10-2017,395,1151.96,36498,502.47,649.49
Norco Bicycles,3366,True,Approved,medium,88,Standard,medium,June,27-06-2017,396,1198.46,36833,817.36,381.1
WeareA2B,2492,False,Approved,medium,15,Standard,medium,February,27-02-2017,397,1292.84,39915,1279.4,13.44
OHM Cycles,389,True,Approved,high,6,Standard,medium,March,12-03-2017,398,227.88,37838,91.15,136.73
Solex,1306,,Approved,medium,83,Touring,large,,18-12-2017,399,2083.94,38206,,675.03
Solex,552,True,Approved,medium,0,Standard,medium,July,24-07-2017,400,71.49,37659,17.87,53.62
Giant Bicycles,3009,False,Approved,medium,82,Road,medium,May,05-05-2017,401,1538.99,33455,709.34,829.65
Norco Bicycles,2925,False,Approved,medium,88,Standard,medium,June,14-06-2017,402,1198.46,34079,817.36,381.1
Trek Bicycles,140,False,Approved,medium,14,Standard,small,February,17-02-2017,403,1386.84,37838,152.55,1234.29
Norco Bicycles,209,True,Approved,medium,67,Road,medium,September,14-09-2017,404,544.05,39298,167.21,376.84
WeareA2B,225,False,Approved,low,76,Standard,medium,June,19-06-2017,405,642.31,41922,128.46,513.85
Trek Bicycles,1595,False,Approved,high,0,Standard,medium,April,17-04-2017,406,358.39,38002,143.36,215.03
,2559,True,Approved,,0,,,,14-06-2017,407,710.59,,,
Solex,769,False,Approved,medium,18,Standard,medium,December,11-12-2017,408,575.27,38339,143.82,431.45
Norco Bicycles,1282,False,Approved,low,23,Mountain,small,May,08-05-2017,409,688.63,40670,75.75,612.88
Giant Bicycles,2377,False,Approved,medium,82,Road,medium,March,07-03-2017,410,1538.99,40553,709.34,829.65
Solex,3355,False,Approved,medium,62,Standard,medium,December,30-12-2017,411,478.16,34143,179.44,298.72
Trek Bicycles,2350,True,Approved,medium,20,Standard,small,May,11-05-2017,412,1775.81,34115,195.34,1580.47
Giant Bicycles,720,False,Approved,high,60,Standard,small,September,09-09-2017,413,1977.36,41848,217.51,1759.85
WeareA2B,3249,True,Approved,medium,65,Standard,medium,February,02-02-2017,414,1807.45,34115,1028.76,778.69
WeareA2B,2939,True,Approved,low,76,Standard,medium,October,01-10-2017,415,642.31,33429,128.46,513.85
Solex,1035,True,Approved,high,17,Standard,medium,November,03-11-2017,416,1024.66,42404,409.86,614.8
Solex,492,False,Approved,medium,73,Standard,medium,October,02-10-2017,417,1945.43,37499,1612.25,333.18
Giant Bicycles,3100,True,Approved,medium,39,Standard,large,December,10-12-2017,418,1812.75,40336,1230.27,582.48
WeareA2B,1586,False,Approved,medium,34,Standard,medium,April,19-04-2017,419,1231.15,38216,1069.55,161.6
OHM Cycles,31,True,Approved,medium,97,Road,medium,May,25-05-2017,420,742.54,41701,75.14,667.4
Norco Bicycles,887,False,Approved,medium,9,Standard,small,April,28-04-2017,421,1216.14,33455,133.78,1082.36
Giant Bicycles,3356,False,Approved,high,11,Standard,medium,August,26-08-2017,422,1274.93,35378,509.97,764.96
Giant Bicycles,2498,True,Approved,medium,82,Road,medium,September,15-09-2017,423,1538.99,42404,709.34,829.65
Giant Bicycles,3415,True,Approved,medium,96,Standard,large,March,03-03-2017,424,1635.3,38002,641.64,993.66
Solex,2828,False,Approved,medium,28,Road,small,September,06-09-2017,425,1703.52,41701,187.39,1516.13
Giant Bicycles,3117,True,Approved,medium,39,Standard,large,April,24-04-2017,426,1812.75,40336,1230.27,582.48
Trek Bicycles,2850,False,Approved,high,70,Standard,medium,November,19-11-2017,427,495.72,41922,198.29,297.43
Solex,2779,True,Approved,medium,62,Standard,medium,November,30-11-2017,428,478.16,36146,179.44,298.72
Trek Bicycles,683,False,Approved,medium,84,Road,medium,December,15-12-2017,429,290.62,38339,75.48,215.14
Solex,2342,False,Approved,medium,21,Standard,large,October,26-10-2017,430,1071.23,35160,690.49,380.74
